cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'No response']","[34, 38, 32, 37, 29, 35, 32, 29, 29, 27, 28, 29, 0]","[8.970976253298153, 10.026385224274406, 8.443271767810026, 9.762532981530343, 7.651715039577836, 9.234828496042216, 8.443271767810026, 7.651715039577836, 7.651715039577836, 7.12401055408971, 7.387862796833773, 7.651715039577836, 0.0]",appearance_happy,379.0,Northern Devon,All,All,FSM,All,appearance,"
How happy are you with your appearance (the way that you look)?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'No response']","[67, 70, 65, 72, 52, 53]","[17.678100263852244, 18.46965699208443, 17.150395778364118, 18.997361477572557, 13.720316622691293, 13.984168865435356]",appearance_feel,379.0,Northern Devon,All,All,FSM,All,appearance,"
My appearance affects how I feel about myself"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[121, 131, 116, 11]","[31.926121372031663, 34.56464379947229, 30.606860158311346, 2.9023746701846966]",negative_lonely,379.0,Northern Devon,All,All,FSM,All,negative,"
I feel lonely"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[113, 116, 101, 49]","[29.815303430079155, 30.606860158311346, 26.649076517150394, 12.928759894459102]",negative_unhappy,379.0,Northern Devon,All,All,FSM,All,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[115, 121, 119, 24]","[30.343007915567284, 31.926121372031663, 31.398416886543533, 6.33245382585752]",negative_like,379.0,Northern Devon,All,All,FSM,All,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[104, 119, 136, 20]","[27.440633245382585, 31.398416886543533, 35.88390501319261, 5.277044854881266]",negative_cry,379.0,Northern Devon,All,All,FSM,All,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[114, 112, 137, 16]","[30.07915567282322, 29.551451187335093, 36.147757255936675, 4.221635883905013]",negative_school,379.0,Northern Devon,All,All,FSM,All,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[122, 132, 115, 10]","[32.189973614775724, 34.82849604221636, 30.343007915567284, 2.638522427440633]",negative_worry,379.0,Northern Devon,All,All,FSM,All,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[114, 132, 120, 13]","[30.07915567282322, 34.82849604221636, 31.6622691292876, 3.430079155672823]",negative_sleep,379.0,Northern Devon,All,All,FSM,All,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[104, 110, 115, 50]","[27.440633245382585, 29.023746701846964, 30.343007915567284, 13.192612137203167]",negative_wake,379.0,Northern Devon,All,All,FSM,All,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[121, 118, 122, 18]","[31.926121372031663, 31.13456464379947, 32.189973614775724, 4.749340369393139]",negative_shy,379.0,Northern Devon,All,All,FSM,All,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[129, 123, 119, 8]","[34.03693931398417, 32.45382585751979, 31.398416886543533, 2.1108179419525066]",negative_scared,379.0,Northern Devon,All,All,FSM,All,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[76, 82, 63, 70, 82, 6]","[20.052770448548813, 21.63588390501319, 16.62269129287599, 18.46965699208443, 21.63588390501319, 1.58311345646438]",lonely,379.0,Northern Devon,All,All,FSM,All,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[75, 86, 82, 113, 23]","[19.788918205804748, 22.691292875989447, 21.63588390501319, 29.815303430079155, 6.068601583113456]",support_ways,379.0,Northern Devon,All,All,FSM,All,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[77, 105, 98, 90, 9]","[20.316622691292878, 27.70448548812665, 25.857519788918204, 23.7467018469657, 2.3746701846965697]",support_look,379.0,Northern Devon,All,All,FSM,All,support,"
I know where to look for advice on how to support myself"
"[0, 1, nan]","['No', 'Yes', 'No response']","[174, 181, 24]","[45.91029023746702, 47.75725593667546, 6.33245382585752]",sleep,379.0,Northern Devon,All,All,FSM,All,sleep,"
Is the amount of sleep you normally get enough for you to feel awake and
concentrate on your school work during the day?"
"[0, 1, 2, 3, 4, 5, 6, 7, nan]","['0 days', '1 day', '2 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'No response']","[52, 38, 41, 49, 51, 38, 41, 48, 21]","[13.720316622691293, 10.026385224274406, 10.817941952506596, 12.928759894459102, 13.456464379947231, 10.026385224274406, 10.817941952506596, 12.66490765171504, 5.540897097625329]",physical_days,379.0,Northern Devon,All,All,FSM,All,physical,"
How many days in a usual week are you physically active?"
"[30, 60, 90, 120, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'No response']","[81, 92, 74, 97, 35]","[21.372031662269126, 24.274406332453825, 19.525065963060687, 25.593667546174142, 9.234828496042216]",physical_hours,379.0,Northern Devon,All,All,FSM,All,physical,"
How long on average do you spend being physically active?"
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[69, 72, 75, 77, 71, 15]","[18.20580474934037, 18.997361477572557, 19.788918205804748, 20.316622691292878, 18.733509234828496, 3.95778364116095]",free_like,379.0,Northern Devon,All,All,FSM,All,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[53, 35, 42, 39, 25, 54, 55, 40, 33, 3]","[13.984168865435356, 9.234828496042216, 11.081794195250659, 10.29023746701847, 6.596306068601583, 14.24802110817942, 14.511873350923482, 10.554089709762533, 8.70712401055409, 0.79155672823219]",media_hours,379.0,Northern Devon,All,All,FSM,All,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[88, 101, 90, 91, 9]","[23.218997361477573, 26.649076517150394, 23.7467018469657, 24.010554089709764, 2.3746701846965697]",places_freq,379.0,Northern Devon,All,All,FSM,All,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[177, 176, 26]","[46.701846965699204, 46.437994722955146, 6.860158311345646]",places_barriers___1,379.0,Northern Devon,All,All,FSM,All,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[166, 187, 26]","[43.79947229551451, 49.340369393139845, 6.860158311345646]",places_barriers___2,379.0,Northern Devon,All,All,FSM,All,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[199, 154, 26]","[52.5065963060686, 40.633245382585756, 6.860158311345646]",places_barriers___3,379.0,Northern Devon,All,All,FSM,All,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[190, 163, 26]","[50.131926121372025, 43.007915567282325, 6.860158311345646]",places_barriers___4,379.0,Northern Devon,All,All,FSM,All,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[213, 140, 26]","[56.200527704485495, 36.93931398416886, 6.860158311345646]",places_barriers___5,379.0,Northern Devon,All,All,FSM,All,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[184, 169, 26]","[48.54881266490765, 44.59102902374671, 6.860158311345646]",places_barriers___6,379.0,Northern Devon,All,All,FSM,All,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[175, 178, 26]","[46.17414248021108, 46.965699208443276, 6.860158311345646]",places_barriers___7,379.0,Northern Devon,All,All,FSM,All,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[186, 167, 26]","[49.07651715039577, 44.06332453825858, 6.860158311345646]",places_barriers___8,379.0,Northern Devon,All,All,FSM,All,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[172, 181, 26]","[45.382585751978894, 47.75725593667546, 6.860158311345646]",places_barriers___9,379.0,Northern Devon,All,All,FSM,All,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[83, 70, 55, 60, 71, 40]","[21.899736147757256, 18.46965699208443, 14.511873350923482, 15.8311345646438, 18.733509234828496, 10.554089709762533]",school_belong,379.0,Northern Devon,All,All,FSM,All,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[73, 78, 75, 66, 81, 6]","[19.261213720316622, 20.58047493403694, 19.788918205804748, 17.41424802110818, 21.372031662269126, 1.58311345646438]",staff_interest,379.0,Northern Devon,All,All,FSM,All,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[69, 81, 90, 61, 75, 3]","[18.20580474934037, 21.372031662269126, 23.7467018469657, 16.094986807387862, 19.788918205804748, 0.79155672823219]",staff_believe,379.0,Northern Devon,All,All,FSM,All,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[69, 65, 68, 66, 68, 43]","[18.20580474934037, 17.150395778364118, 17.941952506596305, 17.41424802110818, 17.941952506596305, 11.345646437994723]",staff_best,379.0,Northern Devon,All,All,FSM,All,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[66, 72, 69, 73, 85, 14]","[17.41424802110818, 18.997361477572557, 18.20580474934037, 19.261213720316622, 22.427440633245382, 3.6939313984168867]",staff_listen,379.0,Northern Devon,All,All,FSM,All,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[156, 176, 47]","[41.16094986807388, 46.437994722955146, 12.401055408970976]",staff_talk,379.0,Northern Devon,All,All,FSM,All,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[45, 39, 36, 46, 10]","[25.568181818181817, 22.15909090909091, 20.454545454545457, 26.136363636363637, 5.681818181818182]",staff_talk_listen,176.0,Northern Devon,All,All,FSM,All,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[61, 54, 57, 4]","[34.659090909090914, 30.681818181818183, 32.38636363636363, 2.272727272727273]",staff_talk_helpful,176.0,Northern Devon,All,All,FSM,All,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[34, 34, 34, 47, 7]","[21.794871794871796, 21.794871794871796, 21.794871794871796, 30.128205128205128, 4.487179487179487]",staff_talk_if,156.0,Northern Devon,All,All,FSM,All,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[106, 82, 82, 103, 6]","[27.96833773087071, 21.63588390501319, 21.63588390501319, 27.176781002638524, 1.58311345646438]",accept_staff,379.0,Northern Devon,All,All,FSM,All,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[70, 67, 65, 88, 73, 16]","[18.46965699208443, 17.678100263852244, 17.150395778364118, 23.218997361477573, 19.261213720316622, 4.221635883905013]",home_interest,379.0,Northern Devon,All,All,FSM,All,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[72, 60, 69, 71, 90, 17]","[18.997361477572557, 15.8311345646438, 18.20580474934037, 18.733509234828496, 23.7467018469657, 4.485488126649076]",home_believe,379.0,Northern Devon,All,All,FSM,All,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[70, 67, 67, 75, 68, 32]","[18.46965699208443, 17.678100263852244, 17.678100263852244, 19.788918205804748, 17.941952506596305, 8.443271767810026]",home_best,379.0,Northern Devon,All,All,FSM,All,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[67, 70, 63, 68, 69, 42]","[17.678100263852244, 18.46965699208443, 16.62269129287599, 17.941952506596305, 18.20580474934037, 11.081794195250659]",home_listen,379.0,Northern Devon,All,All,FSM,All,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[184, 175, 20]","[48.54881266490765, 46.17414248021108, 5.277044854881266]",home_talk,379.0,Northern Devon,All,All,FSM,All,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[27, 41, 51, 51, 5]","[15.428571428571427, 23.42857142857143, 29.142857142857142, 29.142857142857142, 2.857142857142857]",home_talk_listen,175.0,Northern Devon,All,All,FSM,All,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[58, 51, 50, 16]","[33.14285714285714, 29.142857142857142, 28.57142857142857, 9.142857142857142]",home_talk_helpful,175.0,Northern Devon,All,All,FSM,All,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[41, 43, 44, 44, 12]","[22.282608695652172, 23.369565217391305, 23.91304347826087, 23.91304347826087, 6.521739130434782]",home_talk_if,184.0,Northern Devon,All,All,FSM,All,talk,"
How would you feel about speaking with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[89, 97, 91, 92, 10]","[23.482849604221638, 25.593667546174142, 24.010554089709764, 24.274406332453825, 2.638522427440633]",accept_home,379.0,Northern Devon,All,All,FSM,All,accept,"
Your parents/carers"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'No response']","[36, 30, 28, 35, 35, 27, 32, 21, 28, 34, 29, 44]","[9.498680738786279, 7.9155672823219, 7.387862796833773, 9.234828496042216, 9.234828496042216, 7.12401055408971, 8.443271767810026, 5.540897097625329, 7.387862796833773, 8.970976253298153, 7.651715039577836, 11.609498680738787]",home_happy,379.0,Northern Devon,All,All,FSM,All,home_happy,"
How happy are you with the home that you live in?"
"[1, 2, 3, 4, 5, nan]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know"", 'No response']","[66, 52, 82, 74, 70, 35]","[17.41424802110818, 13.720316622691293, 21.63588390501319, 19.525065963060687, 18.46965699208443, 9.234828496042216]",local_safe,379.0,Northern Devon,All,All,FSM,All,local_env,"
How safe do you feel when in your local area?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[66, 70, 59, 55, 87, 42]","[17.41424802110818, 18.46965699208443, 15.567282321899736, 14.511873350923482, 22.95514511873351, 11.081794195250659]",local_support,379.0,Northern Devon,All,All,FSM,All,local_env,"
People around here support each other with their wellbeing"
